Facility ID,State,HCAHPS Answer Description,Readmission national comparison,Effectiveness of care national comparison
340133,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Same as the national average,Same as the national average
340133,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Same as the national average,Same as the national average
340133,NC,Overall hospital rating - linear mean score,Same as the national average,Same as the national average
340133,NC,Overall hospital rating - star rating,Same as the national average,Same as the national average
340133,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Same as the national average,Same as the national average
340133,NC,"YES, patients would definitely recommend the hospital",Same as the national average,Same as the national average
340133,NC,"YES, patients would probably recommend the hospital",Same as the national average,Same as the national average
340133,NC,Recommend hospital - linear mean score,Same as the national average,Same as the national average
340133,NC,Recommend hospital - star rating,Same as the national average,Same as the national average
340133,NC,Summary star rating,Same as the national average,Same as the national average
340141,NC,"Nurses ""always"" communicated well",Above the national average,Same as the national average
340141,NC,"Nurses ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340141,NC,"Nurses ""usually"" communicated well",Above the national average,Same as the national average
340141,NC,Nurse communication - linear mean score,Above the national average,Same as the national average
340141,NC,Nurse communication - star rating,Above the national average,Same as the national average
340141,NC,"Nurses ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340141,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340141,NC,"Nurses ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340141,NC,"Nurses ""always"" listened carefully",Above the national average,Same as the national average
340141,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340141,NC,"Nurses ""usually"" listened carefully",Above the national average,Same as the national average
340141,NC,"Nurses ""always"" explained things so they could understand",Above the national average,Same as the national average
340141,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340141,NC,"Nurses ""usually"" explained things so they could understand",Above the national average,Same as the national average
340141,NC,"Doctors ""always"" communicated well",Above the national average,Same as the national average
340141,NC,"Doctors ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340141,NC,"Doctors ""usually"" communicated well",Above the national average,Same as the national average
340141,NC,Doctor communication - linear mean score,Above the national average,Same as the national average
340141,NC,Doctor communication - star rating,Above the national average,Same as the national average
340141,NC,"Doctors ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340141,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340141,NC,"Doctors ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340141,NC,"Doctors ""always"" listened carefully",Above the national average,Same as the national average
340141,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340141,NC,"Doctors ""usually"" listened carefully",Above the national average,Same as the national average
340141,NC,"Doctors ""always"" explained things so they could understand",Above the national average,Same as the national average
340141,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340141,NC,"Doctors ""usually"" explained things so they could understand",Above the national average,Same as the national average
340141,NC,"Patients ""always"" received help as soon as they wanted",Above the national average,Same as the national average
340141,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Above the national average,Same as the national average
340141,NC,"Patients ""usually"" received help as soon as they wanted",Above the national average,Same as the national average
340141,NC,Staff responsiveness - linear mean score,Above the national average,Same as the national average
340141,NC,Staff responsiveness - star rating,Above the national average,Same as the national average
340141,NC,"Patients ""always"" received call button help as soon as they wanted",Above the national average,Same as the national average
340141,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Above the national average,Same as the national average
340141,NC,"Patients ""usually"" received call button help as soon as they wanted",Above the national average,Same as the national average
340141,NC,"Patients ""always"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340141,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340141,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340141,NC,"Staff ""always"" explained",Above the national average,Same as the national average
340141,NC,"Staff ""sometimes"" or ""never"" explained",Above the national average,Same as the national average
340141,NC,"Staff ""usually"" explained",Above the national average,Same as the national average
340141,NC,Communication about medicines - linear mean score,Above the national average,Same as the national average
340141,NC,Communication about medicines - star rating,Above the national average,Same as the national average
340141,NC,"Staff ""always"" explained new medications",Above the national average,Same as the national average
340141,NC,"Staff ""sometimes"" or ""never"" explained new medications",Above the national average,Same as the national average
340141,NC,"Staff ""usually"" explained new medications",Above the national average,Same as the national average
340141,NC,"Staff ""always"" explained possible side effects",Above the national average,Same as the national average
340141,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Above the national average,Same as the national average
340141,NC,"Staff ""usually"" explained possible side effects",Above the national average,Same as the national average
340141,NC,"No, staff ""did not"" give patients this information",Above the national average,Same as the national average
340141,NC,"Yes, staff ""did"" give patients this information",Above the national average,Same as the national average
340141,NC,Discharge information - linear mean score,Above the national average,Same as the national average
340141,NC,Discharge information - star rating,Above the national average,Same as the national average
340141,NC,"No, staff ""did not"" give patients information about help after discharge",Above the national average,Same as the national average
340141,NC,"Yes, staff ""did"" give patients information about help after discharge",Above the national average,Same as the national average
340141,NC,"No, staff ""did not"" give patients information about possible symptoms",Above the national average,Same as the national average
340141,NC,"Yes, staff ""did"" give patients information about possible symptoms",Above the national average,Same as the national average
340141,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340141,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340141,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340141,NC,Care transition - linear mean score,Above the national average,Same as the national average
340141,NC,Care transition - star rating,Above the national average,Same as the national average
340141,NC,"Patients who ""Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340141,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Above the national average,Same as the national average
340141,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340141,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340141,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340141,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340141,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340141,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340141,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340141,NC,"Room was ""always"" clean",Above the national average,Same as the national average
340141,NC,"Room was ""sometimes"" or ""never"" clean",Above the national average,Same as the national average
340141,NC,"Room was ""usually"" clean",Above the national average,Same as the national average
340141,NC,Cleanliness - linear mean score,Above the national average,Same as the national average
340141,NC,Cleanliness - star rating,Above the national average,Same as the national average
340141,NC,Always quiet at night,Above the national average,Same as the national average
340141,NC,"Sometimes or ""never"" quiet at night",Above the national average,Same as the national average
340141,NC,Usually quiet at night,Above the national average,Same as the national average
340141,NC,Quietness - linear mean score,Above the national average,Same as the national average
340141,NC,Quietness - star rating,Above the national average,Same as the national average
340141,NC,"Patients who gave a rating of ""6"" or lower (low)",Above the national average,Same as the national average
340141,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Above the national average,Same as the national average
340141,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Above the national average,Same as the national average
340141,NC,Overall hospital rating - linear mean score,Above the national average,Same as the national average
340141,NC,Overall hospital rating - star rating,Above the national average,Same as the national average
340141,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Above the national average,Same as the national average
340141,NC,"YES, patients would definitely recommend the hospital",Above the national average,Same as the national average
340141,NC,"YES, patients would probably recommend the hospital",Above the national average,Same as the national average
340141,NC,Recommend hospital - linear mean score,Above the national average,Same as the national average
340141,NC,Recommend hospital - star rating,Above the national average,Same as the national average
340141,NC,Summary star rating,Above the national average,Same as the national average
340142,NC,"Nurses ""always"" communicated well",Below the national average,Same as the national average
340142,NC,"Nurses ""sometimes"" or ""never"" communicated well",Below the national average,Same as the national average
340142,NC,"Nurses ""usually"" communicated well",Below the national average,Same as the national average
340142,NC,Nurse communication - linear mean score,Below the national average,Same as the national average
340142,NC,Nurse communication - star rating,Below the national average,Same as the national average
340142,NC,"Nurses ""always"" treated them with courtesy and  respect",Below the national average,Same as the national average
340142,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Below the national average,Same as the national average
340142,NC,"Nurses ""usually""  treated them with courtesy and  respect",Below the national average,Same as the national average
340142,NC,"Nurses ""always"" listened carefully",Below the national average,Same as the national average
340142,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Below the national average,Same as the national average
340142,NC,"Nurses ""usually"" listened carefully",Below the national average,Same as the national average
340142,NC,"Nurses ""always"" explained things so they could understand",Below the national average,Same as the national average
340142,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Below the national average,Same as the national average
340142,NC,"Nurses ""usually"" explained things so they could understand",Below the national average,Same as the national average
340142,NC,"Doctors ""always"" communicated well",Below the national average,Same as the national average
340142,NC,"Doctors ""sometimes"" or ""never"" communicated well",Below the national average,Same as the national average
340142,NC,"Doctors ""usually"" communicated well",Below the national average,Same as the national average
340142,NC,Doctor communication - linear mean score,Below the national average,Same as the national average
340142,NC,Doctor communication - star rating,Below the national average,Same as the national average
340142,NC,"Doctors ""always"" treated them with courtesy and  respect",Below the national average,Same as the national average
340142,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Below the national average,Same as the national average
340142,NC,"Doctors ""usually""  treated them with courtesy and  respect",Below the national average,Same as the national average
340142,NC,"Doctors ""always"" listened carefully",Below the national average,Same as the national average
340142,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Below the national average,Same as the national average
340142,NC,"Doctors ""usually"" listened carefully",Below the national average,Same as the national average
340142,NC,"Doctors ""always"" explained things so they could understand",Below the national average,Same as the national average
340142,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Below the national average,Same as the national average
340142,NC,"Doctors ""usually"" explained things so they could understand",Below the national average,Same as the national average
340142,NC,"Patients ""always"" received help as soon as they wanted",Below the national average,Same as the national average
340142,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Below the national average,Same as the national average
340142,NC,"Patients ""usually"" received help as soon as they wanted",Below the national average,Same as the national average
340142,NC,Staff responsiveness - linear mean score,Below the national average,Same as the national average
340142,NC,Staff responsiveness - star rating,Below the national average,Same as the national average
340142,NC,"Patients ""always"" received call button help as soon as they wanted",Below the national average,Same as the national average
340142,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Below the national average,Same as the national average
340142,NC,"Patients ""usually"" received call button help as soon as they wanted",Below the national average,Same as the national average
340142,NC,"Patients ""always"" received bathroom help as soon as they wanted",Below the national average,Same as the national average
340142,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Below the national average,Same as the national average
340142,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Below the national average,Same as the national average
340142,NC,"Staff ""always"" explained",Below the national average,Same as the national average
340142,NC,"Staff ""sometimes"" or ""never"" explained",Below the national average,Same as the national average
340142,NC,"Staff ""usually"" explained",Below the national average,Same as the national average
340142,NC,Communication about medicines - linear mean score,Below the national average,Same as the national average
340142,NC,Communication about medicines - star rating,Below the national average,Same as the national average
340142,NC,"Staff ""always"" explained new medications",Below the national average,Same as the national average
340142,NC,"Staff ""sometimes"" or ""never"" explained new medications",Below the national average,Same as the national average
340142,NC,"Staff ""usually"" explained new medications",Below the national average,Same as the national average
340142,NC,"Staff ""always"" explained possible side effects",Below the national average,Same as the national average
340142,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Below the national average,Same as the national average
340142,NC,"Staff ""usually"" explained possible side effects",Below the national average,Same as the national average
340142,NC,"No, staff ""did not"" give patients this information",Below the national average,Same as the national average
340142,NC,"Yes, staff ""did"" give patients this information",Below the national average,Same as the national average
340142,NC,Discharge information - linear mean score,Below the national average,Same as the national average
340142,NC,Discharge information - star rating,Below the national average,Same as the national average
340142,NC,"No, staff ""did not"" give patients information about help after discharge",Below the national average,Same as the national average
340142,NC,"Yes, staff ""did"" give patients information about help after discharge",Below the national average,Same as the national average
340142,NC,"No, staff ""did not"" give patients information about possible symptoms",Below the national average,Same as the national average
340142,NC,"Yes, staff ""did"" give patients information about possible symptoms",Below the national average,Same as the national average
340142,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Below the national average,Same as the national average
340142,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Below the national average,Same as the national average
340142,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Below the national average,Same as the national average
340142,NC,Care transition - linear mean score,Below the national average,Same as the national average
340142,NC,Care transition - star rating,Below the national average,Same as the national average
340142,NC,"Patients who ""Agree"" that staff took their preferences into account",Below the national average,Same as the national average
340142,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Below the national average,Same as the national average
340142,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Below the national average,Same as the national average
340142,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Below the national average,Same as the national average
340142,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Below the national average,Same as the national average
340142,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Below the national average,Same as the national average
340142,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Below the national average,Same as the national average
340142,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Below the national average,Same as the national average
340142,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Below the national average,Same as the national average
340142,NC,"Room was ""always"" clean",Below the national average,Same as the national average
340142,NC,"Room was ""sometimes"" or ""never"" clean",Below the national average,Same as the national average
340142,NC,"Room was ""usually"" clean",Below the national average,Same as the national average
340142,NC,Cleanliness - linear mean score,Below the national average,Same as the national average
340142,NC,Cleanliness - star rating,Below the national average,Same as the national average
340142,NC,Always quiet at night,Below the national average,Same as the national average
340142,NC,"Sometimes or ""never"" quiet at night",Below the national average,Same as the national average
340142,NC,Usually quiet at night,Below the national average,Same as the national average
340142,NC,Quietness - linear mean score,Below the national average,Same as the national average
340142,NC,Quietness - star rating,Below the national average,Same as the national average
340142,NC,"Patients who gave a rating of ""6"" or lower (low)",Below the national average,Same as the national average
340142,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Below the national average,Same as the national average
340142,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Below the national average,Same as the national average
340142,NC,Overall hospital rating - linear mean score,Below the national average,Same as the national average
340142,NC,Overall hospital rating - star rating,Below the national average,Same as the national average
340142,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Below the national average,Same as the national average
340142,NC,"YES, patients would definitely recommend the hospital",Below the national average,Same as the national average
340142,NC,"YES, patients would probably recommend the hospital",Below the national average,Same as the national average
340142,NC,Recommend hospital - linear mean score,Below the national average,Same as the national average
340142,NC,Recommend hospital - star rating,Below the national average,Same as the national average
340142,NC,Summary star rating,Below the national average,Same as the national average
340143,NC,"Nurses ""always"" communicated well",Above the national average,Same as the national average
340143,NC,"Nurses ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340143,NC,"Nurses ""usually"" communicated well",Above the national average,Same as the national average
340143,NC,Nurse communication - linear mean score,Above the national average,Same as the national average
340143,NC,Nurse communication - star rating,Above the national average,Same as the national average
340143,NC,"Nurses ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340143,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340143,NC,"Nurses ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340143,NC,"Nurses ""always"" listened carefully",Above the national average,Same as the national average
340143,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340143,NC,"Nurses ""usually"" listened carefully",Above the national average,Same as the national average
340143,NC,"Nurses ""always"" explained things so they could understand",Above the national average,Same as the national average
340143,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340143,NC,"Nurses ""usually"" explained things so they could understand",Above the national average,Same as the national average
340143,NC,"Doctors ""always"" communicated well",Above the national average,Same as the national average
340143,NC,"Doctors ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340143,NC,"Doctors ""usually"" communicated well",Above the national average,Same as the national average
340143,NC,Doctor communication - linear mean score,Above the national average,Same as the national average
340143,NC,Doctor communication - star rating,Above the national average,Same as the national average
340143,NC,"Doctors ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340143,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340143,NC,"Doctors ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340143,NC,"Doctors ""always"" listened carefully",Above the national average,Same as the national average
340143,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340143,NC,"Doctors ""usually"" listened carefully",Above the national average,Same as the national average
340143,NC,"Doctors ""always"" explained things so they could understand",Above the national average,Same as the national average
340143,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340143,NC,"Doctors ""usually"" explained things so they could understand",Above the national average,Same as the national average
340143,NC,"Patients ""always"" received help as soon as they wanted",Above the national average,Same as the national average
340143,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Above the national average,Same as the national average
340143,NC,"Patients ""usually"" received help as soon as they wanted",Above the national average,Same as the national average
340143,NC,Staff responsiveness - linear mean score,Above the national average,Same as the national average
340143,NC,Staff responsiveness - star rating,Above the national average,Same as the national average
340143,NC,"Patients ""always"" received call button help as soon as they wanted",Above the national average,Same as the national average
340143,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Above the national average,Same as the national average
340143,NC,"Patients ""usually"" received call button help as soon as they wanted",Above the national average,Same as the national average
340143,NC,"Patients ""always"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340143,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340143,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340143,NC,"Staff ""always"" explained",Above the national average,Same as the national average
340143,NC,"Staff ""sometimes"" or ""never"" explained",Above the national average,Same as the national average
340143,NC,"Staff ""usually"" explained",Above the national average,Same as the national average
340143,NC,Communication about medicines - linear mean score,Above the national average,Same as the national average
340143,NC,Communication about medicines - star rating,Above the national average,Same as the national average
340143,NC,"Staff ""always"" explained new medications",Above the national average,Same as the national average
340143,NC,"Staff ""sometimes"" or ""never"" explained new medications",Above the national average,Same as the national average
340143,NC,"Staff ""usually"" explained new medications",Above the national average,Same as the national average
340143,NC,"Staff ""always"" explained possible side effects",Above the national average,Same as the national average
340143,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Above the national average,Same as the national average
340143,NC,"Staff ""usually"" explained possible side effects",Above the national average,Same as the national average
340143,NC,"No, staff ""did not"" give patients this information",Above the national average,Same as the national average
340143,NC,"Yes, staff ""did"" give patients this information",Above the national average,Same as the national average
340143,NC,Discharge information - linear mean score,Above the national average,Same as the national average
340143,NC,Discharge information - star rating,Above the national average,Same as the national average
340143,NC,"No, staff ""did not"" give patients information about help after discharge",Above the national average,Same as the national average
340143,NC,"Yes, staff ""did"" give patients information about help after discharge",Above the national average,Same as the national average
340143,NC,"No, staff ""did not"" give patients information about possible symptoms",Above the national average,Same as the national average
340143,NC,"Yes, staff ""did"" give patients information about possible symptoms",Above the national average,Same as the national average
340143,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340143,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340143,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340143,NC,Care transition - linear mean score,Above the national average,Same as the national average
340143,NC,Care transition - star rating,Above the national average,Same as the national average
340143,NC,"Patients who ""Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340143,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Above the national average,Same as the national average
340143,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340143,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340143,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340143,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340143,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340143,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340143,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340143,NC,"Room was ""always"" clean",Above the national average,Same as the national average
340143,NC,"Room was ""sometimes"" or ""never"" clean",Above the national average,Same as the national average
340143,NC,"Room was ""usually"" clean",Above the national average,Same as the national average
340143,NC,Cleanliness - linear mean score,Above the national average,Same as the national average
340143,NC,Cleanliness - star rating,Above the national average,Same as the national average
340143,NC,Always quiet at night,Above the national average,Same as the national average
340143,NC,"Sometimes or ""never"" quiet at night",Above the national average,Same as the national average
340143,NC,Usually quiet at night,Above the national average,Same as the national average
340143,NC,Quietness - linear mean score,Above the national average,Same as the national average
340143,NC,Quietness - star rating,Above the national average,Same as the national average
340143,NC,"Patients who gave a rating of ""6"" or lower (low)",Above the national average,Same as the national average
340143,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Above the national average,Same as the national average
340143,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Above the national average,Same as the national average
340143,NC,Overall hospital rating - linear mean score,Above the national average,Same as the national average
340143,NC,Overall hospital rating - star rating,Above the national average,Same as the national average
340143,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Above the national average,Same as the national average
340143,NC,"YES, patients would definitely recommend the hospital",Above the national average,Same as the national average
340143,NC,"YES, patients would probably recommend the hospital",Above the national average,Same as the national average
340143,NC,Recommend hospital - linear mean score,Above the national average,Same as the national average
340143,NC,Recommend hospital - star rating,Above the national average,Same as the national average
340143,NC,Summary star rating,Above the national average,Same as the national average
340144,NC,"Nurses ""always"" communicated well",Above the national average,Same as the national average
340144,NC,"Nurses ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340144,NC,"Nurses ""usually"" communicated well",Above the national average,Same as the national average
340144,NC,Nurse communication - linear mean score,Above the national average,Same as the national average
340144,NC,Nurse communication - star rating,Above the national average,Same as the national average
340144,NC,"Nurses ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340144,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340144,NC,"Nurses ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340144,NC,"Nurses ""always"" listened carefully",Above the national average,Same as the national average
340144,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340144,NC,"Nurses ""usually"" listened carefully",Above the national average,Same as the national average
340144,NC,"Nurses ""always"" explained things so they could understand",Above the national average,Same as the national average
340144,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340144,NC,"Nurses ""usually"" explained things so they could understand",Above the national average,Same as the national average
340144,NC,"Doctors ""always"" communicated well",Above the national average,Same as the national average
340144,NC,"Doctors ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340144,NC,"Doctors ""usually"" communicated well",Above the national average,Same as the national average
340144,NC,Doctor communication - linear mean score,Above the national average,Same as the national average
340144,NC,Doctor communication - star rating,Above the national average,Same as the national average
340144,NC,"Doctors ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340144,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340144,NC,"Doctors ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340144,NC,"Doctors ""always"" listened carefully",Above the national average,Same as the national average
340144,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340144,NC,"Doctors ""usually"" listened carefully",Above the national average,Same as the national average
340144,NC,"Doctors ""always"" explained things so they could understand",Above the national average,Same as the national average
340144,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340144,NC,"Doctors ""usually"" explained things so they could understand",Above the national average,Same as the national average
340144,NC,"Patients ""always"" received help as soon as they wanted",Above the national average,Same as the national average
340144,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Above the national average,Same as the national average
340144,NC,"Patients ""usually"" received help as soon as they wanted",Above the national average,Same as the national average
340144,NC,Staff responsiveness - linear mean score,Above the national average,Same as the national average
340144,NC,Staff responsiveness - star rating,Above the national average,Same as the national average
340144,NC,"Patients ""always"" received call button help as soon as they wanted",Above the national average,Same as the national average
340144,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Above the national average,Same as the national average
340144,NC,"Patients ""usually"" received call button help as soon as they wanted",Above the national average,Same as the national average
340144,NC,"Patients ""always"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340144,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340144,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340144,NC,"Staff ""always"" explained",Above the national average,Same as the national average
340144,NC,"Staff ""sometimes"" or ""never"" explained",Above the national average,Same as the national average
340144,NC,"Staff ""usually"" explained",Above the national average,Same as the national average
340144,NC,Communication about medicines - linear mean score,Above the national average,Same as the national average
340144,NC,Communication about medicines - star rating,Above the national average,Same as the national average
340144,NC,"Staff ""always"" explained new medications",Above the national average,Same as the national average
340144,NC,"Staff ""sometimes"" or ""never"" explained new medications",Above the national average,Same as the national average
340144,NC,"Staff ""usually"" explained new medications",Above the national average,Same as the national average
340144,NC,"Staff ""always"" explained possible side effects",Above the national average,Same as the national average
340144,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Above the national average,Same as the national average
340144,NC,"Staff ""usually"" explained possible side effects",Above the national average,Same as the national average
340144,NC,"No, staff ""did not"" give patients this information",Above the national average,Same as the national average
340144,NC,"Yes, staff ""did"" give patients this information",Above the national average,Same as the national average
340144,NC,Discharge information - linear mean score,Above the national average,Same as the national average
340144,NC,Discharge information - star rating,Above the national average,Same as the national average
340144,NC,"No, staff ""did not"" give patients information about help after discharge",Above the national average,Same as the national average
340144,NC,"Yes, staff ""did"" give patients information about help after discharge",Above the national average,Same as the national average
340144,NC,"No, staff ""did not"" give patients information about possible symptoms",Above the national average,Same as the national average
340144,NC,"Yes, staff ""did"" give patients information about possible symptoms",Above the national average,Same as the national average
340144,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340144,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340144,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340144,NC,Care transition - linear mean score,Above the national average,Same as the national average
340144,NC,Care transition - star rating,Above the national average,Same as the national average
340144,NC,"Patients who ""Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340144,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Above the national average,Same as the national average
